Name;Male;Female;Imagine;Real;Big;Little;Live;Dead;Animal;Human;Bird;Robot;Musician;Political;Actor;Videobloger;Game person;TechMan;Sings;Comic;Reviews;Wizard;Streamer;Writer;Dev;Superhero;Villain;Disney;Dream Works;"""Univer"" series";"""Kick Butowski"" series";"""Harry Potter"" movies";"""Phineas & Ferb"" series";"""Winx"" series";"""Voronin's"" series";"""The Lord of the Rings"" movies";"""Daddy's doughters"" series";"""Chip & Dale"" series";Aged;"""Luntic"" series";Russian propogandist
Маркус Персон;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Елена Малышева;false;true;false;true;true;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false
Дмитрий Масленников;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Никола Тесла;true;false;false;true;true;false;false;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false
Махатма Ганди;true;false;false;true;true;false;false;true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false
Илья Варламов;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Дэниел Рэдклифф;true;false;false;true;true;false;true;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Ума Турман;false;true;false;true;true;false;true;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Майли Сайрус;false;true;false;true;true;false;true;false;false;true;false;false;true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Дэвид Скоперфильд;true;false;false;true;true;false;true;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Владимир Путин;true;false;false;true;true;false;true;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false
Ангела Меркель;false;true;false;true;true;false;true;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false
Джо Байден;true;false;false;true;true;false;true;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false
Екатерина II;false;true;false;true;true;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false
Си Дзинь Пинь;true;false;false;true;true;false;true;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false
Леди Гага;false;true;false;true;true;false;true;false;false;true;false;false;true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Группа BTS;true;false;false;true;true;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Адольф Гитлер;true;false;false;true;true;false;false;true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Ёжик Соник;true;false;true;false;true;false;true;false;true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Диппер;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Никсель Пиксель;false;true;false;true;true;false;true;false;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Windy31;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Федор Нечитайло;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Эльза;false;true;true;false;true;false;true;false;false;true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false
Крош;true;false;true;false;false;true;true;false;true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Гном Гномыч;true;false;false;true;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Копатыч;true;false;true;false;false;true;true;false;true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false
Кар-Карыч;true;false;true;false;false;true;true;false;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false
Кэтти Перри;false;true;false;true;true;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Пэрри утканос;true;false;true;false;false;true;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false
Данила Поперечный;true;false;false;true;true;false;true;false;false;true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Дэвид Стетхэм;true;false;false;true;true;false;true;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false
Скарлет Йохансен;true;false;false;true;true;false;true;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Рик;true;false;true;false;true;false;true;false;false;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false
Алиса из страны чудес;false;true;true;false;true;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
"Симка из м/с ""Фиксики""";false;true;true;false;false;true;true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Совунья;false;true;true;false;false;true;true;false;true;false;true;false;false;false;false;false;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false
Бараш;true;false;true;false;false;true;true;false;true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Мишка Фредди;true;false;true;false;true;false;true;false;true;false;false;false;true;false;false;false;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
"Бонни из серии игр ""Пять ночей с Фредди""";true;false;true;false;true;false;true;false;true;false;false;false;true;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Морти;true;false;true;false;true;false;true;false;false;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Скелетор;true;false;true;false;true;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Человек-Муравей;true;false;true;false;true;false;true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false
Супермэн;true;false;true;false;true;false;true;false;false;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Бэтмен;true;false;true;false;true;false;true;false;false;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Человек-паук;true;false;true;false;true;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false
Джонни Депп;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Катя Клэп;false;true;false;true;true;false;true;false;false;true;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Дональд Дак;true;false;true;false;false;true;true;false;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false
Микки Маус;true;false;true;false;false;true;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false
Мойдодыр;true;false;true;false;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Оптимус Прайм;true;false;true;false;true;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Райан Гослинг;true;false;false;true;true;false;true;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
ПьюДиПай;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Даня Милохин;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Культас;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Влад А4;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Мистер Бист;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Шайа Лабаф;true;false;false;true;true;false;true;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Моргенштерн;true;false;false;true;true;false;true;false;false;true;false;false;true;false;false;true;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
"Нолик из м/с ""Фиксики""";true;false;true;false;false;true;true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Валентин Стрыкало;true;false;false;true;true;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
"Нюша из м/с ""Смешарики""";false;true;true;false;false;true;true;false;true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Нюша (певица);false;true;false;true;true;false;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Эмманюэль Макрон;true;false;false;true;true;false;true;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Маркиплеер;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Братишкин;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Стримерша Карина;false;true;false;true;true;false;true;false;false;true;false;false;false;false;false;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
ГАН13;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Ида Галич;false;true;false;true;true;false;true;false;false;true;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Настя Ивлеева;false;true;false;true;true;false;true;false;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Константин Ивлев;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Ренат Акзамов;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Антон Шастун;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Арсений Попов;true;false;false;true;true;false;true;false;false;true;false;false;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Дмитрий Позов;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Сергей Матвиенко;true;false;false;true;true;false;true;false;false;true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Павел Воля;true;false;false;true;true;false;true;false;false;true;false;false;false;false;true;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Тимур Багрудинов;true;false;false;true;true;false;true;false;false;true;false;false;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Гарик Харламов;true;false;false;true;true;false;true;false;false;true;false;false;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Сергей Светлаков;true;false;false;true;true;false;true;false;false;true;false;false;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Михаил Галустян;true;false;false;true;true;false;true;false;false;true;false;false;false;false;true;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Екатерина Мизулина;false;true;false;true;true;false;true;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
Борис Немцов;true;false;false;true;true;false;false;true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
